football_play	NN
rose_campion	NN
lychnis	NN
rich	JJ
sign	NN
usher_in	VB
monsignor	NN
shenyang	NN
rubiales	NN
ration	VB
lycaenid_butterfly	NN
butterfly	NN
convulsion	NN
laser_beam	NN
binary_compound	NN
stiffening	NN
stiffen	VB
marchland	NN
flag	NN
mobula	NN
seal	VB
vena_thoracica	NN
mobster	NN
ward	NN
block	NN
theatre_of_war	NN
piston_chamber	NN
sinningia	NN
coverage	NN
sikhism	NN
fincen	NN
thysanuron	NN
okapia	NN
okapia_johnstoni	NN
genus_calamus	NN
personal_care	NN
park	NN
san_joaquin_valley	NN
anticholinesterase	NN
spurious_wing	NN
titanosauridae	NN
social_insurance	NN
milk_float	NN
rattail_fish	NN
brother	NN
prophetical	JJ
alaska_range	NN
mt._mckinley	NN
lymphatic_vessel	NN
extravasate	VB
uncertain	JJ
survivor_guilt	NN
guilty_conscience	NN
criminalize	VB
polarize	VB
square_dance	VB
square_dancing	NN
rose_chestnut	NN
psychosexual_development	NN
vocalize	VB
september_equinox	NN
equinox	NN
sipah-e-sahaba	NN
araneidan	JJ
middlebrow	NN
word	NN
sack	NN
sack	VB
starve	VB
solder	VB
solder	NN
people's_mujahidin_of_iran	NN
slot_machine	NN
systemizer	NN
publicizer	NN
showman	NN
steep	VB
plunge	VB
democratize	VB
unfold	VB
skepticism	NN
nettle_tree	NN
snapper	NN
lumber	VB
timber	NN
final_judgment	NN
surveyor's_level	NN
muck	NN
junction	NN
whalesucker	NN
fairbanks	NN
pastinaca	NN
pastinaca_sativa	NN
violet	NN
viola	NN
senior_high_school	NN
scallop	VB
paraphernalia	NN
manta_ray	NN
genus_fraxinus	NN
maurice_barrymore	NN
narcoterrorism	NN
girdle	VB
orientalist	NN
beach	NN
uninominal_voting_system	NN
supplement	NN
purpose	VB
merriness	NN
levity	NN
sabicu	NN
rustbelt	NN
capital_of_turkmenistan	NN
electrolysis	NN
tineola	NN
transcription	NN
thorazine	NN
ballpark	NN
tanga	NN
onlooker	NN
hunan_province	NN
bad_egg	NN
strawman	NN
fasten	VB
ride	NN
bowdlerization	NN
zone	NN
self-rule	NN
genus_abudefduf	NN
expurgator	NN
witchgrass	NN
bowdlerization	NN
traumatize	VB
moot	NN
seaplane	NN
abduction	NN
polyglot	NN
woodcarver	NN
aramaic	NN
semitic	NN
anti-american	NN
photomosaic	NN
good_story	NN
bloody	JJ
tehran	NN
william_tyndale	NN
silver_birch	NN
genus_cnidoscolus	NN
lepus	NN
hare	NN
alphabet_soup	NN
variety	NN
buganda	NN
digger	NN
zenith	NN
alimentary_tract_smear	NN
smear	NN
george_v	NN
entomologist	NN
lamb_succory	NN
symmetry	NN
samhita	NN
vedic_literature	NN
turnaround	NN
little_sioux_river	NN
genus_brachychiton	NN
checker	NN
clear	VB
playlet	NN
mint	NN
sapote	NN
photographic_film	NN
expose	VB
indorsement	NN
swampy_beggar-ticks	NN
put_over	VB
olive_drab	NN
division_archaebacteria	NN
archeobacteria	NN
break_in	VB
datum	NN
extension	NN
stretch	VB
phylum_chordata	NN
gracefulness	NN
erection	NN
vena_portae	NN
lapidist	NN
nanga_parbat	NN
waddle	VB
waddler	NN
send_packing	VB
zingiberaceae	NN
leveling	NN
get_even	VB
opening	NN
nagoya	NN
receive	VB
atomize	VB
sprayer	NN
satyr	NN
satyrical	JJ
drama	NN
western_samoa	NN
pit_of_the_stomach	NN
wonder_child	NN
genus_fringilla	NN
water_fern	NN
triazolam	NN
catch	VB
genus_anethum	NN
foreboding	NN
broadside	VB
trigonometric_function	NN
swedish_mile	NN
righteousness	NN
wisconsin_weeping_willow	NN
pause	NN
autobiography	NN
foreign_policy	NN
unalterability	NN
umbrella_fern	NN
conveyancer	NN
uzbek	NN
littorinidae	NN
tenderness	NN
genus_hyaena	NN
genus_gladiolus	NN
yellow_foxtail	NN
foxtail_grass	NN
macon	NN
incline	VB
baccalaureate	NN
sleeper_goby	NN
manhood	NN
miscegenation	NN
reproduction	NN
pressurize	VB
trental	NN
contagious_disease	NN
unappetizing	JJ
doubt	VB
federation	NN
egret	NN
legitimation	NN
inclinometer	NN
disguise	NN
mask	VB
deviance	NN
minstrel	VB
minstrel	NN
john_herschel_glenn_jr.	NN
senator	NN
star	VB
sulfonylurea	NN
intentness	NN
concentration	NN
totipotent	JJ
lure	NN
standing_army	NN
contractor	NN
sounding	NN
genus_harpullia	NN
catholicity	NN
bucket	VB
pail	NN
lp	NN
mica	NN
savory	NN
secretory_organ	NN
tenableness	NN
auspice	NN
genus_adenanthera	NN
quilt	VB
build	VB
croton_eluteria	NN
croton_tiglium	NN
religious_holiday	NN
cookie_sheet	NN
cookware	NN
niner	NN
web	NN
network	VB
drive	NN
lycopersicum	NN
sundacarpus_amara	NN
length	NN
bleach	NN
waldmeister	NN
family_bible	NN
needlework	NN
equivocalness	NN
trentino-alto_adige	NN
peg	VB
cetacean_mammal	NN
aquatic_mammal	NN
tower	NN
thunder_lizard	NN
snatcher	NN
beginning	NN
whitsun_tuesday	NN
rest	NN
visitation	NN
pickaninny	NN
mishpocha	NN
provincial	NN
bond	NN
principality_of_monaco	NN
agonist	NN
psychogenesis	NN
high_relief	NN
sculptural_relief	NN
vouch	VB
warranty	NN
romance	NN
relationship	NN
nandrolone	NN
velcro	NN
genus_aglaomorpha	NN
conglutinate	VB
traffic	VB
company	NN
mountaineer	VB
mountaineering	NN
genus_aster	NN
aster	NN
reiteration	NN
cable_television_service	NN
anomaly	NN
rip-off	NN
heist	VB
genus_gastrolobium	NN
culture	NN
take	VB
assignee	NN
overrun	NN
charmer	NN
squamule	NN
wulfila	NN
abomination	NN
raconteur	NN
swing_out	VB
swing	NN
goony	NN
surveyor's_instrument	NN
chlorobenzene	NN
scythia	NN
tailfin	NN
mix_in	VB
ribbon_worm	NN
raleigh	NN
skidpan	NN
paved_surface	NN
victim	NN
focus	NN
sharpness	NN
asparagus	NN
appropriateness	NN
war	VB
pueblo	NN
cornell_university	NN
compare	VB
order_chytridiales	NN
diapsid_reptile	NN
reptilian	NN
sleep_out	VB
commute	VB
finger_grass	NN
vice-presidency	NN
plurality	NN
basal_ganglion	NN
write	VB
hemoglobin	NN
clime	NN
inactive	JJ
disloyal	JJ
genus_eschrichtius	NN
solleret	NN
triton	NN
catch	VB
pincer	NN
multiply	VB
multiplication	NN
wto	NN
obligate	VB
pruning	NN
plantain_family	NN
basketball_shot	NN
shot	NN
deductible	NN
platonist	NN
realism	NN
endoscope	NN
new_haven	NN
irregularity	NN
macrocosmic	JJ
greenville	NN
mummy	NN
theological_virtue	NN
singing_voice	NN
crock	VB
planning	NN
vituperation	NN
stipendiary_magistrate	NN
magistrate	NN
order_cordaitales	NN
family_cordaitaceae	NN
taxus	NN
nonpartizan	NN
portray	VB
washbowl	NN
honk	VB
insufficiency	NN
hokan	NN
selenipedium	NN
nonsense_verse	NN
subgenus_chen	NN
townsend	NN
oncorhynchus	NN
menopon	NN
refrigerator	NN
test_paper	NN
nepenthaceae	NN
pleurodont	NN
spermatozoon	NN
acrosome	NN
detrition	NN
levant	NN
atheist	NN
atheistical	JJ
retire	VB
inquiry_agent	NN
sylvilagus	NN
sylvilagus_aquaticus	NN
timid	JJ
atheism	NN
unbelief	NN
liomys	NN
athletic_facility	NN
lime	NN
genus_glossina	NN
escherichia	NN
entric	NN
killer	NN
pseudomonad	NN
target	VB
pink	NN
crystallize	VB
preoccupation	NN
legislature	NN
round_clam	NN
sneer	VB
teething	NN
molar	JJ
st._francis_river	NN
sadhe	NN
dehydration	NN
implicate	VB
rolling_wave	NN
prunus_angustifolia	NN
wild_plum_tree	NN
tidewater_stream	NN
genus_chiococca	NN
west_indian_snowberry	NN
genus_hepatica	NN
initiate	VB
keep	VB
cronk	VB
chink	NN
ream	VB
escort	NN
glove	NN
genus_buphthalmum	NN
genus_durio	NN
phycomycetes_group	NN
issuer	NN
vowelize	VB
apostle	NN
apostleship	NN
order	NN
united_states_department_of_state	NN
talk_through_one's_hat	VB
shit	NN
soleirolia	NN
shocker	NN
quill_feather	NN
legacy	NN
spasm	NN
wash	VB
vena_gastrica	NN
lattice	NN
substantial	JJ
vanuatu	NN
step_on_it	VB
lessee	NN
wickedness	NN
knoxville	NN
period	NN
sabotage	NN
singultus	NN
plank	NN
wally	NN
organic_phenomenon	NN
genus_cnemidophorus	NN
tension	NN
water_orchid	NN
trio	NN
judgment_on_the_merits	NN
sorbus	NN
trance	NN
integrate	VB
constantine	NN
conformity	NN
mumbling	NN
mumble	VB
treatment	NN
shank	NN
seatbelt	NN
safety_harness	NN
violator	NN
phytelephas	NN
poor	JJ
crammer	NN
moon	VB
ruby	NN
reservoir	NN
animate	JJ
symmetry	NN
symmetrize	VB
homyel	NN
norwegian	JJ
trinidad	NN
loranthus	NN
armenian_church	NN
fly_contact	VB
sprightliness	NN
lucky	JJ
junction	NN
swimming_stroke	NN
swimming_kick	NN
engraving	NN
pretor	NN
praetorship	NN
hudud	NN
shariah_law	NN
headway	NN
robber_frog	NN
horsetail	NN
vouch	VB
legitimacy	NN
spirant	NN
roll_up	VB
heart_valve	NN
facula	NN
shipyard	NN
gadgeteer	NN
scissortailed_flycatcher	NN
genus_anomia	NN
anion	NN
ion	NN
defense_team	NN
conductance_unit	NN
fieldmouse	NN
us_cabinet	NN
cabinet	NN
glow	NN
vitality	NN
languish	VB
invocation	NN
swearer	NN
toecap	NN
stand	VB
nigrify	VB
remainder	VB
rest	NN
spark	NN
visual_signal	NN
white_friar	NN
mendicant	NN
sisterhood	NN
booking_agent	NN
accent_mark	NN
diacritical_mark	NN
squatting	NN
meritocracy	NN
succeed	VB
islamic_group	NN
integrity	NN
roast_lamb	NN
lindheimera	NN
sortie	NN
maul	VB
underestimate	VB
pointedness	NN
guidance	NN
khabarovsk	NN
primary_school	NN
moniliasis	NN
mycosis	NN
shtik	NN
trick	NN
chester	NN
family_caprimulgidae	NN
vis-a-vis	NN
handiness	NN
available	JJ
unionization	NN
sensitivity	NN
dj	NN
ulmus_rubra	NN
elm_tree	NN
profitableness	NN
genus_diacalpa	NN
run	VB
shudder	VB
rap_sheet	NN
laridae	NN
cockle	NN
pelecypod	NN
vicar	NN
church_of_england	NN
family_anomalopidae	NN
lyginopteris	NN
spectrum_analysis	NN
volvocales	NN
scleranthus	NN
class_cestoda	NN
genus_flacourtia	NN
gyrus	NN
master	VB
brutalization	NN
elsass	NN
fluorine	NN
coffee_cup	NN
silver_grey	NN
haggai	NN
salix_cinerea	NN
tanacetum_coccineum	NN
hemp_family	NN
whole_snipe	NN
sherd	NN
shot	NN
resolve	VB
crest	VB
list	VB
wedge	VB
sublimaze	NN
opiate	NN
stroll	VB
aeolis	NN
mytilene	NN
enchanter	NN
derivation	NN
formation	NN
misdemean	VB
courser	NN
phrygian_deity	NN
alpena	NN
post	NN
undercoat	VB
prancer	NN
brahmin	NN
board	NN
oregon	NN
eugene	NN
voltaren	NN
break	VB
genus_ariocarpus	NN
victual	VB
real_estate_broker	NN
nsa	NN
united_states_intelligence_agency	NN
synovial_joint	NN
toga_virilis	NN
feeder	NN
trumpetfish	NN
bring_to	VB
connective_tissue	NN
face-off	NN
concatenation	NN
public_transit	NN
gamete	NN
marijuana	NN
soft_drug	NN
genus_orchis	NN
orchis	NN
utrecht	NN
persimmon	NN
dwindle_down	VB
world	NN
sash_weight	NN
fly_blind	VB
font_cartridge	NN
stylophorum	NN
tonocard	NN
florence_fennel	NN
culpable_negligence	NN
orchestra	NN
suffocation	NN
sloppiness	NN
white_tie_and_tails	NN
genus_arctonyx	NN
sand_badger	NN
sayornis_phoebe	NN
skin_sensation	NN
scar	NN
echelon	NN
liguria	NN
haddock	NN
modernness	NN
mortification	NN
flame_nettle	NN
yip	NN
yip	VB
worsening	NN
jaundice	NN
nymphalidae	NN
spittle	NN
salivate	VB
genus_euthynnus	NN
persian	NN
leonurus	NN
ladle	VB
segment	NN
chomping	NN
presumptuousness	NN
pharmacy	NN
pharmacopoeia	NN
rest_period	NN
rophy	NN
rohypnol	NN
eating_apple	NN
apple	NN
telling	NN
cosmic_microwave_background_radiation	NN
senior_pilot	NN
ailanthus	NN
stone	NN
light_up	VB
promulgate	VB
regeneration	NN
reconstruction	NN
italian_peninsula	NN
turnover	NN
point	NN
direction	NN
lettuce	NN
salad_greens	NN
washington	NN
lake_constance	NN
hispaniola	NN
lophodytes	NN
lophodytes_cucullatus	NN
swanneck	NN
trench	NN
ditch	NN
teacher's_pet	NN
bayonne	NN
thigh	NN
hip_joint	NN
melter	NN
reconciler	NN
genus_calamagrostis	NN
immunoglobulin_e	NN
trump_up	VB
concoction	NN
unclutter	VB
clear_off	VB
utility_routine	NN
platyhelminth	NN
wasteweir	NN
noble-mindedness	NN
sledge_dog	NN
disquiet	NN
response	NN
saponify	VB
exhumation	NN
order_andreaeales	NN
convener	NN
digest	VB
solidness	NN
genus_alsophila	NN
parkersburg	NN
fingerprint	NN
tringa	NN
yellowlegs	NN
aim	NN
palpitate	VB
onychogalea	NN
nanism	NN
brisken	VB
family_argasidae	NN
ketamine_hydrochloride	NN
club_drug	NN
sciarid	NN
parameter	NN
reenact	VB
keystone	NN
perpetuate	VB
prolusion	NN
foreign_service	NN
charles_river	NN
insightfulness	NN
sheath	NN
type_ii_diabetes	NN
dm	NN
contradistinguish	VB
lamb	VB
rouge	NN
conjugate	VB
trial_impression	NN
twilight_zone	NN
paris	NN
weight_unit	NN
womanize	VB
esquire	NN
genealogy	NN
salem	NN
suggestion	NN
take_apart	VB
splatter	NN
tectaria	NN
family_erinaceidae	NN
lexical_meaning	NN
family_discoglossidae	NN
genus_bombina	NN
bewitchery	NN
parry	VB
infiltrate	VB
sheep_tick	NN
welding	NN
slime_eels	NN
shapely	JJ
shape	NN
conversion	NN
interchange	NN
rack	NN
ligularia	NN
gearbox	NN
white_popinac	NN
fielding	NN
recapitulation	NN
automatic	JJ
cobblers	NN
water-cooled_reactor	NN
oystercatcher	NN
phylloxera_vitifoleae	NN
decline	VB
fall	NN
blowfly	NN
retention	NN
take_out	VB
band	NN
sierra_leone	NN
ruf	NN
whortleberry	NN
blueberry_bush	NN
use	NN
print	NN
ruffle	NN
ruffle	VB
repartee	NN
unambiguous	JJ
univocal	JJ
lodging	NN
showdown	NN
bull_run	NN
benignant	JJ
graciousness	NN
warrant	NN
titan	NN
genus_fouquieria	NN
pas_de_trois	NN
pseudotaxus	NN
family_danaidae	NN
monochrome	NN
pulsing	NN
pulse	VB
respect	NN
young	JJ
youngness	NN
woodhewer	NN
ridgeline	NN
genipa	NN
spook	VB
millennium	NN
pickeringia	NN
titlark	NN
negativity	NN
investment	NN
bureau_of_justice_assistance	NN
henry_ward_beecher	NN
official	JJ
sculpture	NN
stays	NN
corset	VB
spangle	VB
spangle	NN
servicing	NN
macrotis	NN
shin	NN
tyrant	NN
codify	VB
research	NN
message	VB
birthwort	NN
bar	NN
sea_lamprey	NN
lamprey_eel	NN
spermicide	NN
diagnosis	NN
compact_disc_write-once	NN
compact_disk	NN
myrsine	NN
ampere-minute	NN
coulomb	NN
rationalization	NN
genus_blatta	NN
fragmentation_bomb	NN
dimout	NN
masse_shot	NN
pure_imaginary_number	NN
imaginary_number	NN
screen	NN
managing_director	NN
wardrobe	NN
landsman	NN
scanner	NN
input_device	NN
meshuggener	NN
musical_arrangement	NN
epilation	NN
sonora	NN
water	VB
priming	NN
tutu	NN
romneya	NN
genus_catananche	NN
indigofera_tinctoria	NN
extract	VB
promptness	NN
speediness	NN
state_of_mind	NN
bedstead	NN
bedspring	NN
mortal	JJ
overcompensate	VB
compensation	NN
place_of_business	NN
bite	NN
postman	NN
genus_epilobium	NN
recall	NN
subscript	NN
stunt	NN
united_states_army_rangers	NN
collaboration	NN
genus_datura	NN
malik	NN
canopy	NN
shelter	NN
pyrrosia	NN
tongue_fern	NN
sauceboat	NN
pratincole	NN
slezsko	NN
immature	JJ
yield	VB
abortion-inducing_drug	NN
bali	NN
play	NN
wear	VB
goodyera	NN
veteran	NN
remain	VB
remnant	NN
setting	NN
netmail	VB
maternal	JJ
renormalize	VB
good_weather	NN
genus_acanthocybium	NN
leichtlin's_camas	NN
quamash	NN
intonation	NN
conductivity	NN
dill_seed	NN
snap_fastener	NN
paracheirodon_axelrodi	NN
phospholipid	NN
nybble	NN
keratoplasty	NN
transplantation	NN
himantopus_himantopus	NN
microwave_spectroscopy	NN
valid	JJ
reason	NN
scotch	NN
negation	NN
display	NN
stanza	NN
stitching	NN
catatonia	NN
tovarisch	NN
prevalence	NN
hematocoele	NN
zigadenus	NN
zigadenus_venenosus_gramineus	NN
classroom_project	NN
fact	NN
tremolo	NN
formulation	NN
moose	NN
pumpkin_vine	NN
weakness	NN
casting	NN
impersonator	NN
rhetoric	NN
genus_cardamine	NN
weapons_platform	NN
joy	VB
barcelona	NN
smock	VB
smock	NN
enjoyment	NN
middlebreaker	NN
mouldboard_plough	NN
sonny_boy	NN
genus_anabas	NN
nexus	NN
yokohama	NN
sentence	NN
trichophaga_tapetzella	NN
pleasure_seeker	NN
sleepy_sickness	NN
phrenitis	NN
tetrode	NN
sand_snake	NN
carry	VB
carry	VB
april	NN
fighter_pilot	NN
paperbark_birch	NN
air_medal	NN
roystonea	NN
san_juan	NN
genus_artemisia	NN
counterintelligence	NN
goldfish_bowl	NN
severalize	VB
sweep	NN
eccles_cake	NN
cacodemon	NN
evil_spirit	NN
tranquillize	VB
nyctereutes	NN
lighting	NN
bastille	NN
genus_cerapteryx	NN
huckster	NN
wait	VB
relative	JJ
wash	VB
shaft	VB
stem	NN
queue	NN
years	NN
sixties	NN
glycerolize	VB
aggregate	VB
styptic_weed	NN
normality	NN
stamp	NN
family_ariidae	NN
homeland_security	NN
usss	NN
fort_wayne	NN
searcher	NN
search	VB
samoan_islands	NN
laurel_family	NN
unlearn	VB
bloat	VB
tay-sachs_disease	NN
pocketknife	NN
americanization	NN
swiss_chard	NN
drive_up	VB
near	VB
reexamination	NN
slump	VB
polyodon_spathula	NN
ganoid_fish	NN
desire	NN
water_scooter	NN
inferior	JJ
worst	JJ
organizer	NN
meeter	NN
terrasse	VB
procyon	NN
money	NN
phaethontidae	NN
visa	NN
lemmus	NN
blockade	NN
rise	VB
genus_catacala	NN
machine	VB
transvaal	NN
rainstorm	NN
violent_storm	NN
spinal_nerve	NN
imaginary_part_of_a_complex_number	NN
genus_charina	NN
glamourization	NN
ballot	VB
achromatize	VB
speak_up	VB
stinkiness	NN
circuit_court_of_appeals	NN
test	VB
subfamily_dorylinae	NN
evening	NN
sire	NN
forger	NN
sarcosporidia	NN
sarcodinian	NN
hoodoo	NN
hoodoo	VB
antiquity	NN
airpost	NN
victimizer	NN
termitidae	NN
hirundo	NN
cardiology	NN
genus_ardisia	NN
nanking	NN
carve	VB
cutting	NN
juggle	VB
metacentre	NN
klystron	NN
umbrella_arum	NN
devotion	NN
loyalty	NN
wrecking	NN
outmarch	VB
toss	VB
fling	VB
fool's_paradise	NN
bone_cell	NN
resuscitator	NN
canna	NN
vulgarian	NN
change	NN
carbonate	VB
solmizate	VB
leaching	NN
tadarida	NN
gliridae	NN
josephus	NN
pharisee	NN
lip_service	NN
pretense	NN
floodlight	VB
photoflood	NN
nypa	NN
grand_canal	NN
yellow_nutgrass	NN
rappahannock_river	NN
surprise_attack	NN
clostridium_botulinum	NN
merrimack_river	NN
genus_bulnesia	NN
palo_santo	NN
wish	VB
wish	NN
refugee	NN
propitiousness	NN
tientsin	NN
wrench	VB
taurus	NN
pig	NN
genus_adenium	NN
young_girl	NN
saran_wrap	NN
plastic_wrap	NN
class_chilopoda	NN
subservience	NN
contrast	NN
sacrilege	NN
warning_of_war	NN
secessionism	NN
intemperateness	NN
dizen	VB
cleanness	NN
cross-refer	VB
family_boletaceae	NN
bolete	NN
activating_agent	NN
ore_processing	NN
family_ambrosiaceae	NN
hard_currency	NN
currency	NN
line	NN
family_amiidae	NN
genus_amia	NN
tone_down	VB
seriphidium	NN
silver_sagebrush	NN
tergiversate	VB
alcohol	NN
travel	VB
rut	NN
estrous	JJ
crake	NN
accessory	NN
algonkin	NN
pica_em	NN
el_paso	NN
browser	NN
dormouse	NN
genus_strophanthus	NN
sea_steps	NN
ladder	NN
scope	NN
paternity_suit	NN
four-in-hand	NN
osmanthus	NN
run_out	VB
touristry	NN
raid	VB
family_cephalotaceae	NN
genus_cephalotus	NN
seagull	NN
vivisection	NN
sewellel	NN
win	NN
press	NN
leek	NN
withstand	VB
iglu	NN
metric_function	NN
microsurgery	NN
slur	NN
nightcap	NN
ray	VB
genus_alopius	NN
thresher_shark	NN
exit	NN
shoemaker	NN
grassland	NN
bosnia	NN
st._basil_the_great	NN
natural_childbirth	NN
vaginal_birth	NN
vitis_labrusca	NN
grapevine	NN
ratepayer	NN
lowering	NN
new_stone_age	NN
working_out	NN
nitrous_oxide	NN
jacket	NN
catalogue	VB
sciurus	NN
perdix	NN
instrumentate	VB
dominant	JJ
master	VB
ridge	NN
family_agaricaceae	NN
genus_drynaria	NN
microbe	NN
hyperbole	NN
temple_of_solomon	NN
laryngeal_artery	NN
bind	VB
hollow	JJ
hollow	NN
represent	VB
choking	NN
charge	VB
family_anhimidae	NN
cloister	VB
cloister	NN
reef	NN
strip	NN
plantsman	NN
bicameral_script	NN
schistosomatidae	NN
swagman	NN
spat	VB
stuff_and_nonsense	NN
inconvenience	NN
unravel	VB
relaxant	NN
answer	VB
serve	VB
speleology	NN
xyphophorus	NN
cycad	NN
gymnosperm	NN
jewish_calendar	NN
lepidium	NN
scribble	VB
scribe	NN
hearing	NN
protease_inhibitor	NN
ejaculation	NN
stitch	NN
glucinium	NN
ammoniate	VB
wild_peanut	NN
kidney	NN
uriniferous_tubule	NN
gothenburg	NN
witch_doctor	NN
wizard	NN
pulse	NN
tit-tat-toe	NN
tolerate	VB
toleration	NN
genus_centrosema	NN
frontier	NN
mayoralty	NN
hydrobates	NN
waxy	JJ
mugwort	NN
van_bogaert_encephalitis	NN
panencephalitis	NN
proposal_of_marriage	NN
propose	VB
take_a_breather	VB
ridge	NN
lumper	NN
kiss	NN
visibleness	NN
walk-in	NN
floater	NN
cardinalship	NN
peyote	NN
suricata	NN
tinker's_damn	NN
worthlessness	NN
oral_sex	NN
sexual_perversion	NN
twirler	NN
swampland	NN
soybean_plant	NN
nosedive	VB
picture	NN
spotlight	VB
obliterate	VB
draw	VB
mope_around	VB
imply	VB
sorcery	NN
register	NN
ignorance	NN
take_advantage	VB
sanction	NN
stinginess	NN
chorea	NN
oligochaeta	NN
dobsonfly	NN
prevent	VB
beryl	NN
drill_master	NN
harmonize	VB
genus_boselaphus	NN
nylghau	NN
songster	NN
heterokontae	NN
dl	NN
dim_sum	NN
nephelium	NN
pulassan	NN
kw-hr	NN
watt-hour	NN
legal_ouster	NN
astheny	NN
flypast	NN
elbow	VB
implication	NN
anaglyph	NN
anaglyptical	JJ
unabridged_dictionary	NN
scandentia	NN
nobility	NN
pernod	NN
unloosen	VB
blocking	NN
walk-in	NN
walk_in	VB
tabu	NN
genus_conyza	NN
jab	NN
trip	NN
genus_dicamptodon	NN
wish-wash	NN
whitefish	NN
strix_occidentalis	NN
lemon	NN
hand	VB
genus_areca	NN
strike	VB
joint_chiefs_of_staff	NN
executive_agency	NN
cobber	NN
whirling	NN
ramie	NN
genus_colinus	NN
diviner	NN
overcast	VB
panthera_leo	NN
wordbook	NN
holocentridae	NN
holocentrus	NN
shallot	NN
pencil_cedar_tree	NN
juniper	NN
percolate	VB
lien	NN
security_interest	NN
rock_star	NN
paragraph	VB
ferrying	NN
ferry	VB
spring_onion	NN
rangifer	NN
thomas_more	NN
hood	NN
slipper	NN
cross	NN
value	NN
race	NN
ecclesiastical_benefice	NN
benefice	VB
richmondena_cardinalis	NN
finch	NN
teleselling	NN
genus_mimosa	NN
mimosa	NN
plovdiv	NN
rearmament	NN
rearm	VB
paw	VB
trouble_oneself	VB
standard_candle	NN
luminous_intensity_unit	NN
recess	VB
time_out	NN
laryngopharynx	NN
compartment	NN
space	NN
bolt	NN
cycle_of_rebirth	NN
renascence	NN
upper_bound	NN
sidestep	NN
jacquinia	NN
holiday	NN
parula	NN
parula_warbler	NN
pasqueflower	NN
representation	NN
wright	NN
zygophyllum_fabago	NN
musk_mallow	NN
mallow	NN
dirt_track	NN
alkalinity	NN
quantitative_chemical_analysis	NN
qualitative_analysis	NN
cypress_pine	NN
cypress	NN
lighten_up	VB
slingshot	NN
catapultic	JJ
tiger	NN
barn_spider	NN
relief	NN
jewel	VB
wave	VB
fishing_line	NN
orchestiidae	NN
orchestia	NN
american_crayfish	NN
ecrevisse	NN
class_action	NN
trier	NN
rhus_laurina	NN
zib	NN
exbibyte	NN
chamber	NN
two-timer	NN
double_cross	VB
vesiculation	NN
nontextual_matter	NN
visual_communication	NN
genus_emmanthe	NN
heating_system	NN
hindu	JJ
raid	VB
kettle	NN
longsightedness	NN
spontaneous_generation	NN
beta_test	NN
sinning	NN
talk	VB
pull_back	VB
manduca	NN
stick	NN
turk	NN
protest_march	NN
dislocate	VB
collaborate	VB
attitude	NN
unwrap	VB
paleozoology	NN
impoverish	VB
chandelle	VB
perceptible	JJ
lie	VB
commentate	VB
landmark	NN
emplace	VB
genus_carduus	NN
senecio_glabellus	NN
signalman	NN
signaller	NN
mephobarbital	NN
repurchase	NN
thin	JJ
skipper	NN
skipper	VB
gnosticism	NN
theological_doctrine	NN
zymosis	NN
shake	VB
apophysis	NN
point	NN
slot	NN
keen	NN
padda	NN
stun	VB
sweetheart	NN
caliphate	NN
newsreader	NN
gaviiform_seabird	NN
necromantical	JJ
aberdeen	NN
family_anguillidae	NN
os_ischii	NN
avens	NN
installation	NN
bludgeon	VB
chiropteran	NN
culinary_art	NN
independent_agency	NN
manchester	NN
gitana	NN
genus_argyranthemum	NN
holistic_theory	NN
cauterize	VB
cautery	NN
ruin	VB
tyrannize	VB
instantiate	VB
adrenal_cortex	NN
unsafe	JJ
awkward	JJ
tamarindus	NN
genus_cervus	NN
localization_principle	NN
correlativity	NN
upbraiding	NN
flash	VB
feed_upon	VB
facial_gesture	NN
finger_cymbals	NN
monologue	NN
dean	NN
deanship	NN
snow_orchid	NN
xylocaine	NN
gorget	NN
water_spaniel	NN
new_york_city	NN
presbyopia	NN
heron	NN
scholarly	JJ
ethmoid_bone	NN
natural_glass	NN
arborize	VB
alabama_river	NN
heckle	VB
heckling	NN
bug	NN
spoonbill_catfish	NN
call	VB
skiffle	NN
popular_music_genre	NN
haliotis	NN
scorn	NN
disrespect	NN
banger	NN
mortify	VB
humiliation	NN
monish	VB
electric_cell	NN
beef_cattle	NN
zipper	VB
sonnet	NN
type_family	NN
crow	VB
stamp	VB
ichneumon_fly	NN
genus_aspidistra	NN
cast-iron_plant	NN
classicist	NN
union	NN
home_counties	NN
point_system	NN
periploca	NN
taklimakan_desert	NN
coast_boykinia	NN
white_sturgeon	NN
beluga_caviar	NN
flatterer	NN
melodize	VB
greed	NN
sphere	NN
picture	NN
white_sauce	NN
greylag_goose	NN
pepperwort	NN
genus_lansium	NN
cocainize	VB
mask	VB
look	VB
changeableness	NN
degeneration	NN
sea_of_azov	NN
pull	VB
sorrowful	JJ
hipposideridae	NN
rhinonicteris	NN
sightread	VB
hexagrammos	NN
player	NN
scholarship	NN
encyclopedist	NN
native_american	JJ
skitter	VB
vena_peroneus	NN
scorn	VB
scorn	NN
revoke	NN
scheldt_river	NN
discount	VB
price_reduction	NN
sycophancy	NN
national_guard	NN
genus_gaillardia	NN
thunder	VB
lipitor	NN
km	NN
asphodel	NN
tape_deck	NN
pyemia	NN
septicemia	NN
green_bay	NN
overexploit	VB
eructation	NN
vituperate	VB
roulette	NN
plectorrhiza	NN
trench	NN
trench	VB
macushla	NN
